,Topic,tweet
2663,  درخواست استخدام و بکارگیری تحصیل کرده‌های رشته تربیت بدنی,0
2664,  میثاق‌نامه الکترونیکی تجدید عهد با سردار شهید حاج قاسم سلیمانی، دبستان شهید چمران قطرویه نی‌ریز,0
2665,  درخواست رسیدگی به مطالبات بازنشستگان مخابرات و حمایت از فعالان صنفی بازداشت شده,0
2666,  اعتراض به درج اشتباه حاضرین آزمون آموزگاری به عنوان غایب و عدم رفع مشکل,0
2667,  درخواست حمایت از سگ‌های بلاصاحب و توقف سگ‌کشی,0
2668,  اعتراض و مخالفت با قانون صورتحساب الکترونیک مالیاتی و سامانه جامع تجارت,0
2669,  اعتراض به کیفیت پایین خودروهای تولید داخل,0
2670,  درخواست نجات جان کودکان با توقف توزیع داروهای درمان اعتیاد به شکل فله,0
2671,  درخواست تبدیل وضعیت کارکنان حل اختلاف,0
2672,  درخواست پیشگیری از مالچ‌پاشی نفتی یا توقف آن در جنوب‌غرب,0
2673,  درخواست بازنگری آئین‌نامه چاپ مقالات منتج از پایان نامه دانشجویان PhD پژوهشی,0
2674,  درخواست تعیین تکلیف داوطلبان کد ۷ و ۵ دانشگاه فرهنگیان,0
2675,  درخواست پیگیری حقوق کارمندان وزارت جهاد کشاورزی (طرح امنیت غذایی),0
2676,  درخواست شفاف‌سازی مالی فعالیت‌های جامعه علمی دندانپزشکی ایران,0
2677,  درخواست احقاق حقوق کارکنان مظلوم خانواده بزرگ جهاد کشاورزی,0
2678,  درخواست پذیرش معلولین رد شده در معاینات پزشکی استخدامی بانک ملی,0
2679,  درخواست استرداد مالیات کسر شده اضافی از کارکنان شرکت نفت فلات قاره,0
2680,  درخواست تجدید نظر در افزایش حقوق ۱۸ درصدی کارکنان دولت در سال ۱۴۰۳,0
2681,  درخواست اصلاح کای جراحی و حق ویزیت پس از عمل,0
2682,  اعتراض به افزایش ۵۰۰ درصدی و شناور گازبهای کارخانجات آجر کشور,0
2683,  درخواست پاسخگویی سفارت ایتالیا در خصوص ایجاد مشکلات در صدور ویزای تحصیلی,0
2684,  درخواست تعیین تکلیف پرونده شرکت آذین خودرو آرامیس کرج,0
2685,  درخواست توقف کشتار مردم مظلوم غزه,0
2686,  درخواست وارد کردن آمپول جدید تالوی(talvey) برای درمان سرطان مولتیپل میلوما,0
2687,  درخواست جذب قبولی‌های کتبی سازمان ثبت اسناد و املاک,0
2688,  درخواست صدور و اصلاح احکام رتبه‌بندی بازنشستگان سال ۱۴۰۰ ،۱۴۰۱ و ۱۴۰۲,0
2689,  اعتراض به داشتن گواهینامه فنی حرفه‌ای برای رانندگان قدیم پایه یکم,0
2690,  درخواست افزایش حقوق کارمندان به میزان افزایش تورم مصوب و جبران عقب‌افتادگی سنوات اخیر,0
2691,  اعتراض به سطح بالا و مفهومی بودن امتحانات پیام نور,0
2692,  درخواست صدور کارت ایثارگری برای پرسنل وزرات بهداشت و درمان,0
2693,  درخواست بازنگری و حذف خاموشی تابستانی چاه‌های کشاورزی,0
2694,  درخواست صدور مجوز برقراری فوق‌العاده خاص کادر سلامت توسط سازمان برنامه و بودجه,0
2695,  درخواست استخدام یکی از فرزندان بازنشستگان,0
2696,  درخواست تشکیل شورای عالی اتاق بتا,0
2697,  درخواست اصلاح حقوق کارکنان سازمان نوسازی مدارس کشور,0
2698,  Process of following up on visa applications for attached study,0
2699,  درخواست توقف رویه ناصواب بازرسی بدنی وکلا و منع ایشان از همراه داشتن موبایل در مجتمع‌های قضایی,0
2700,  درخواست ساماندهی آزمون‌های ورودی پایه هفتم و دهم,0
2701,  اعتراض به زمان پاسخگویی و نحوه طراحی سوالات آزمون کارگزاری گمرک ۱۴۰۲,0
2702,  درخواست امکان خرید سابقه بیمه دانشجویی قدیمی مثل بیمه سربازی,0
2703,  درخواست باقی ماندن شهریه ثابت دانشگاه پیام نور,0
2704,  درخواست ارائه گزارش دقیق و روشن تخصیص ارز به واردات چای,0
2705,  درخواست اصلاح ماده ۵۴ آیین‌نامه لایحه استقلال کانون وکلای دادگستری در مورد کارآموزی نسبت به تمامی کارآموزان,0
2706,  اعتراض به برداشت از صندوق بازنشستگان کانون سردفتران و دفتریاران ایران توسط شرکت کاتب,0
2707,  درخواست شکایت از برنامه دیوار,0
2708,  درخواست پایه شدن دوره پیش‌دبستانی,0
2709,  درخواست برگزاری آزمون سردفتری ۱۴۰۲,0
2710,  درخواست عدم موافقت با استعفای آقای رحمت‌اله رضایی، معاون فعالیت‌های دانش‌آموزی سازمان  دانش‌آموزی,0
2711,  درخواست اصلاح ماده ۵۴ آیین‌نامه اجرایی لایحه قانونی استقلال کانون وکلای دادگستری,0
2712,  درخواست تبدیل وضعیت نیروهای تدارک بانک ملی,0
2713,  درخواست اختصاص سهمیه کنکور به مدال‌آوران المپیاد کشوری سلول‌های بنیادی و پزشکی بازساختی,0
2714,  درخواست کاهش حدنصاب قبولی آزمون طراحی معماری نظام مهندسی,0
2715,  درخواست بازرسی نحوه‌ی برگزاری آزمون کارگزار گمرکی سال ۱۴۰۲,0
2716,  درخواست لغو تصمیم یک‌طرفه بانک صادرات درخصوص عدم ارسال پیام به تراکنش زیر ۵۰۰ هزار ریال,0
2717,  درخواست حمایت از مربیان پیش‌دبستانی و نیروهای غیرانتفاعی,0
2718,  درخواست مقابله با پدیده بومی‌گرایی و امتیازدهی به برخی رانندگان در توزیع بار سالن اعلام بار پایانه بندرعباس,0
2719,  استخدام‌ ۹۹درصدی کارکنان شورای حل اختلاف و ۱ درصدی غیرشورایی,0
2720,  حمایت از دکتر میرهاشم موسوی,0
2721,  درخواست تغییر بانک واریز کننده حقوق بازنشستگان از بانک صادرات به بانک‌های دیگر,0
2722,  درخواست افزایش ظرفیت استخدام در سازمان گمرک,0
2723,  درخواست بازگشایی صفحه اینستاگرام آقای صادق بوقی عزیز,0
2724,  مخالفت با تعیین سقف ثبت ازدواج در دفاتر ازدواج و طلاق,0
2725,  مخالفت با جلوگیری از تأثیر ترمیم حقوق در سایر مولفه‌های حقوقی کارکنان شهرداری‌ها در لایحه بودجه سال ۱۴۰۳,0
2726,  درخواست از رهبری برای دستور به لغو تمامی احکام ظالمانه علیه دانشجویان و اساتید,0
2727,  درخواست اعمال حق تسری در احکام کارگزینی کارکنان سازمان دامپزشکی و ادارات کل استان‌ها,0
2728,  اعتراض به عدم انجام تعهدات ثمین خودرو و سرای ایرانی,0
2729,  تقاضای بازنگری در قانون تسهیل صدور مجوزهای کسب و کار در حوزه سردفتری,0
2730,  درخواست تخصیص بودجه برای ارتقای سطح معیشتی کارکنان نهاد کتابخانه‌های عمومی کشور,0
2731,  من هم رسانه غزه هستم,0
2732,  درخواست حذف معاونت تعاون از وزارت تعاون، کار و رفاه اجتماعی,0
2733,  درخواست تثبیت طرح سقف‌گذاری ازدواج,0
2734,  درخواست رسیدگی به تسریع و بررسی جاماندهای کاربران صرافی کریپتولند,0
2735,  درخواست تسریع در پرداخت طلب کاربران پرونده کریپتولند,0
2736,  اعتراض به لغو پذیرش بانک دی از بازار اول فرابورس با توجه به موافقت بانک مرکزی با انجام افزایش سرمایه,0
2737,  درخواست تحقیق و تفحص درخصوص تخصیص ۱ میلیارد و ۴۷۲ میلیون دلار ارز نیمایی اختصاص داده شده برای واردات چای,0
2738,  درخواست بستن سفارت طالبان در تهران,0
2739,  اعتراض به شهریه پودمان مهارت‌آموزی دانشگاه فرهنگیان,0
2740,  درخواست توزیع عادلانه بارو حذف بومی‌گرایی در پایانه بار بندرعباس,0
2741,  درخواست رسیدگی قوه قضائیه به پرونده شرکت پردیسبان,0
2742,  درخواست معافیت داروخانه‌ها از پرداخت کارمزد تراکنش دستگاه پوز,0
2743,  درخواست ممنوعیت روشن کردن هر نوع آتش بر روی زمین در محیط طبیعی,0
2744,  درخواست تصویب و اجرای طرح و لایحه صیانت از کادرسلامت کشور,0
2745,  درخواست تعطیلی دانشگاه‌ها به دلیل آلودگی هوا,0
2746,  درخواست لغو اخذ مالیات از مزایای رفاهی پرداختی به کارگران و کارمندان کشور,0
2747,  درخواست احقاق حقوق مردم از درآمد دلاری شرکت‌های خام‌فروش انفال عمومی,0
2748,  درخواست کمک به جوانان بارکش که بعضاً شوتی نامیده می‌شوند,0
2749,  درخواست تعیین تکلیف بازنشستگی پیش از موعد بانوان در قانون جدید بازنشستگی,0
2750,  اعتراض به تظلمات وارده در حق صنف رانندگان,0
2751,  درخواست تحت پوشش بیمه قرار گرفتن هزینه درمان بیماری‌های سخت‌علاج با سلول‌های بنیادی,0
2752,  درخواست لغو طرح ظالمانه تعیین سقف برای دفاتر ازدواج و طلاق,0
2753,  درخوسات حذف امتحانات از درس‌های عمومی دانش‌آموزان,0
2754,  درخواست رفع مشکل بازنشستگان جامانده بانک‌ها از تطبیق و همسان‌سازی با قانون مدیریت خدمات کشوری,0
2755,  اعتراض به تعلیق دکتر آذین موحّد و هشدار نسبت به عواقب واگذاری مشاغل دانشگاهی به افراد ناکارآمد,0
2756,  درخواست حذف امتیاز سابقه‌ی تدریس در آزمون استخدامی آموزش و پرورش,0
2757,  اعتراض به نحوه مصاحبه استخدامی سازمان امور مالیاتی کشور که به جهاد دانشگاهی موکول شده بود,0
2758,  درخواست قراردادن شغل حسابداری جزو مشاغل سخت و زیان‌آور,0
2759,  درخواست ثبت تمام آیین‌های باستانی به نام‌های درست و تاریخی‌شان در تقویم,0
2760,  درخواست تخصیص شماره نظام به رشته تکنولوژی رادیولوژی,0
2761,  درخواست واردات داروی بیماران sma,0
2762,  درخواست پیگیری صندوق ذخیره کارکنان و بازنشستگان کمیته امداد و معرفی نماینده,0
2763,  درخواست احقاق حقوق تضییع شده معلمان ورودی ۹۹ و دانش‌آموزان,0
2764,  درخواست استخدام معلمان مدارس غیرانتفاعی سراسر کشور,0
2765,  درخواست افزایش ظرفیت استخدامی سازمان امور مالیاتی,0
2766,  درخواست استخدام بدون آزمون کارکنان شاغل افتخاری توسعه‌ی حل اختلاف,0
2767,  درخواست تصویب و ارائه قانون فوری مبارزه با حیوان‌آزاری,0
2768,  درخواست حمایت از حقوق فیزیوتراپیست‌ها,0
2769,  درخواست پیگیری وضعیت صندوق ذخیره کارکنان کمیته امداد و تعیین نماینده تام‌الاختیار,0
2770,  درخواست ایجاد ممنوعیت قانونی ورود گردشگر به غار ماهی کور,0
2771,  درخواست ادامه تبدیل وضعیت نیروهای شرکتی ایثارگران مشغول در سال ۱۴۰۱,0
2772,  درخواست احقاق حق و حقوق سنوات و مزایای عموم ایثارگران یا اشتغال اعضای خانواده‌هایشان,0
2773,  درخواست به‌کار بردن نام دریای کاسپین (نام ایرانی) بجای نام دریای خزر (نام غیر ایرانی) در صداوسیما و کلیه نهادها,0
2774,  مطالبه مربیان امور تربیتی مدارس از وزیر محترم آموزش و پرورش,0
2775,  اعتراض به افزایش ۱۸ درصد حقوق کارمندان و ۲۰ درصد حقوق بازنشستگان در بودجه ۱۴۰۳,0
2776,  درخواست احقاق حقوق ورودی‌های ۹۹ فرهنگیان,0
2777,  درخواست حذف آزمون صلاحیت حرفه‌ای و مصاحبه جهت پروانه تخصصی روان شناسی و مشاوره,0
2778,  اعتراض به ضرر مالی دانشجو به دلیل کمبود استاد راهنما در دانشگاه آزاد,0
2779,  اعتراض به حجم منابع اعلام شده جهت آزمون صلاحیت بالینی دانشجویان رشته دندانپزشکی,0
2780,  درخواست تغییر نام دفتر کارهای مامایی به مطب مامایی و اجازه‌ی انجام کارهای علمی و غیر تهاجمی جدید در حیطه زنان و مامایی,0
2781,  اعتراض به قانون افزایش سن و سابقه بازنشستگان تأمین اجتماعی,0
2782,  اعتراض و مخالفت با افزایش سن بازنشستگی,0
2783,  درخواست شرکت فارغ‌التحصیلان‌ رشته فلسفه و فلسفه محض در آزمون‌های استخدامی آموزش و پرورش,0
2784,  درخواست همسان‌سازی و رفع تبعیض در پرداخت حقوق و مزایای اپراتورهای شرکتی پست‌های فوق توزیع و انتقال برق,0
2785,  درخواست بررسی موضوع پول‌های زیرمیزی قرارداد بازیکنان پرسپولیس,0
2786,  درخواست اجرای قانون مصوب مجلس شورای اسلامی در خصوص رتبه بندی,0
2787,  درخواست بسته شدن بازار توافقی و عزل مدیران بورسی,0
2788,  درخواست تغییر قوانین طرح برای مشمولین سرباز,0
2789,  اعتراض رانندگان تاکسی به سن بازنشستگی و نداشتن سختی کار,0
2790,  اعتراض به قانون بازنشستگی جدید,0
2791,  درخواست بهره‌مندی پیشکسوتان بنیادشهید ازخدمات رفاهی همانند همکاران شاغل در بنیاد و دستگاه‌های اجرائی,0
2792,  درخواست سخت و زیان‌آور به‌شمار آوردن شغل دفتر مدیران عامل آب و فاضلاب و شغل‌های مشابه,0
2793,  درخواست ساخت پارکینگ اختصاصی دانشگاه فنی و حرفه‌ای شهید یزدان‌پناه سنندج,0
2794,  اعتراض و مخالفت با افزایش سن بازنشستگی,0
2795,  درخواست تشکیل استان تالشان به مرکزیت آستارا,0
2796,  درخواست لغو قانون افزایش خدمت کارکنان,0
2797,  درخواست برخورد دستگاه قضایی با توهین‌های قومی و زبانی در فضای مجازی,0
2798,  درخواست رفع ابهام از قانون متناسب‌سازی حقوق بازنشستگان کشوری، لشکری و تأمین اجتماعی,0
2799,  اعتراض به افزایش سن بازنشستگی,0
2800,  درخواست ابطال قانون افزایش سن بازنشستگی,0
2801,  درخواست تخریب نکردن انبارهای روی زمین کشاورزی,0
2802,  درخواست استفاده از کارنامه سبزهای دبیری برای استخدام سرایدار,0
2803,  درخواست جذب کارنامه سبزهای دبیری و هنرآموز و افزایش ظرفیت دبیری و هنر آموز,0
2804,  درخواست لغو تاثیر سهمیه‌ها در کنکور و اجرای عدالت در کنکور,0
2805,  درخواست خانواده‌های ایرانی برای حل مشکل آلودگی هوا,0
2806,  درخواست از سفیر ایران در ایتالیا جهت تأیید مدارک بورس دانشجویان استان لاتزیو بدون حضور شخصی,0
2807,  درخواست جلوگیری از تخریب ساختمان‌هایی که در زمین‌های فاقد قابلیت کشاورزی ساخته شده‌اند,0
2808,  درخواست پیگیری مشکلات تاکسی‌های اینترنتی,0
2809,  درخواست دفاع از حق سهامداران قند اصفهان,0
2810,  درخواست طرح اصلاح قوانین مهریه، ازدواج و طلاق جهت تحکیم بنیان خانواده درکشور,0
2811,  اعتراض و مخالفت با افزایش سن بازنشستگی,0
2812,  درخواست رفع مشکلات پذیرفتگان سردفتری ۱۴۰۱ از ریاست محترم قوه قضائیه,0
2813,  درخواست تکمیل ظرفیت مجدد دبیری و هنرآموزی,0
2814,  درخواست رسیدگی به تخلف شرکت ایران‌خودرو,0
2815,  اعتراض به هزینه دریافتی برای ثبت نام آزمون دکترا,0
2816,  درخواست خارج شدن طرح درجه بندی وکالت از دستور کار مجلس,0
2817,  درخواست لغو مجازات اعدام جرایم مواد مخدر و اعمال یک درجه تخفیف به محکومین مواد مخدر,0
2818,  درخواست افزایش حقوق کارمندان دولت بر اساس تورم,0
2819,  اعتراض به کاهش تعرفه خدمات مهندسین تاسیسات مکانیک و برق,0
2820,  اعتراض به برده‌داری نوین در بیمارستان‌های دولتی و عدم افزایش عادلانه ی حقوق دستیاران و کارورزان,0
2821,  اعلامیه حمایت اساتید دانشگاه‌های جمهوری اسلامی ایران از مردم مظلوم فلسطین,0
2822,  درخواست لغو پذیرش پروانه کسب اتحادیه کشوری آسانسور برای درخواست بازرسی اولیه,0
2823,  درخواست راه‌اندازی راه‌آهن اهواز به شیراز و بوشهر از رئیس‌جمهور و رئیس مجلس,0
2824,  درخواست اجرای سهمیه ۶۳۸۲ نفری قرارداد کار معین که توسط سازمان امور استخدامی لغو گردیده است,0
2825,  اعتراض به عدم تحویل خودروهای پلاک شده کرمان موتور,0
2826,  درخواست رسیدگی به مطالبات بازنشستگان آموزش و پرورش استثنایی,0
2827,  اعتراض به تکمیل ظرفیت آزمون آموزگاری ۱۴۰۱,0
2828,  درخواست مشمول شدن کشنده‌های وارداتی به ۵ درصد ارزش گمرکی,0
2829,  اعتراض به ادغام مرکز ملی فرش و اداره کل صنایع خلاق و ورزش وزارت صمت,0
2830,  اعتراض و مخالفت ایرانیان با تغییر نام جشن باستانی شب چله(یلدا) و چهارشنبه‌سوری,0
2831,  درخواست حمایت از حقوق معلولین,0
2832,  درخواست لغو امتحان نهایی انسان و محیط زیست,0
2833,  درخواست حمایت از کارنامه سبزهای استخدامی پست بانک,0
2834,  درخواست ممنوعیت ورود آفرودسواران به کویرهای ایران به علت آسیب رساندن به طبیعت,0
2835,  درخواست سازماندهی رانندگان کامیون مرزی تفتان (سیستان و بلوچستان),0
2836,  اعتراض به نحوه اجرا و دفترچه تکمیل ظرفیت آزمون آموزگاری ۱۴۰۱,0
2837,  درخواست اضافه شدن رشته‌ مهندسی منابع طبیعی در آزمون استخدامی آموزگاری و دبیری آموزش و پرورش,0
2838,  درخواست لحاظ کردن قانون برای هیئت امناء مساجد,0
2839,  مطالبه کنترل و ایجاد محدودیت ورود و تعیین پراکندگی محل اسکان مهاجرین افغانستانی در شهرهای گوناگون کشور,0
2840,  اعتراض به بی‌عدالتی در تخصیص نمره کرونا برای افرادی که به‌طور داوطلب (طرح شهید سلیمانی) و یا در بخش‌های خصوصی شیفت داده‌اند,0
2841,  درخواست اجرای همسان‌سازی حقوق بازنشستگان کشوری و لشکری,0
2842,  درخواست بازنشستگی با ۲۰ سال سابقه برای بانوان شاغل,0
2843,  درخواست حمایت از پیمانکاران,0
2844,  درخواست کاهش ساعت کاری بانوان,0
2845,  درخواست جمع‌آوری لامپ‌های زنون از روی خودروها,0
2846,  درخواست رفع نواقص و مشکلات امتحانات نهایی و کنکور سراسری,0
2847,  درخواست استخدام تکمیل ظرفیت با نمره کتبی بالا و نمره مصاحبه کمتر از ۴۷۰,0
2848,  درخواست اجازه شرکت همه رشته‌های مهندسی در آزمون‌های استخدامی آموزگاری، استثنایی و عشایری همانند سایر رشته‌ها,0
2849,  درخواست الحاق رشته زبان و ادبیات عرب به رشته‌های مورد نیاز آزمون پرورشی و آموزگاری,0
2850,  درخواست حمایت از کارنامه سبزهای امور مالیاتی,0
2851,  درخواست پذیرفته شدگان سردفتری ۱۴۰۱ از مقام معظم رهبری,0
2852,  درخواست معافیت مالیاتی فرزندان جانباز,0
2853,  درخواست بازگشت فراگیر ارشد دانشگاه آزاد و پیام نور,0
2854,  درخواست حذف نمرات صفر مردودی از معدل دانشجویان دانشگاه خوارزمی,0
2855,  درخواست اضافه شدن سال‌های تحصیل دانشگاهی به سابقه بیمه,0
2856,  درخواست تصویب رفاهیت یکسان ادارات و سازمان‌ها برای خانم‌های کارمند با آقایان,0
2857,  درخواست اخذ غرامت و خسارات جنگ تحمیلی از دولت عراق,0
2858,  پویش مردمی برای محاکمه جنایتکاران صهیونیست و حامیان آنها,0
2859,  کارخانه نوآوری را تعطیل نکنید,0
2860,  درخواست از رهبری برای برخورد با مافیای خودرو,0
2861,  درخواست محاسبه ایام دانشجویی سنوات گذشته در سابقه بیمه,0
2862,  درخواست حمایت از کارنامه سبزهای دبیری و استفاده از آن‌ها به جای استفاده از بازنشسته‌های عزیز,0
2863,  درخواست اضافه کردن رشته‌ کامپیوتر در دفترچه استخدامی آموزگاری و پرورشی آموزش و پرورش,0
2864,  درخواست تبدیل وضعیت آموزش‌دهندگان نهضت سوادآموزی,0
2865,  درخواست پیگیری مشکلات کارت حکمت ایثارگران و خانواده شهدا,0
2866,  درخواست ورود دیوان عدالت اداری به موضوع به‌کارگیری نیروهای بازنشسته در آموزش و پرورش,0
2867,  درخواست افزایش و تکمیل ظرفیت استخدام بانک ملی ایران,0
2868,  درخواست اعطای خودرو به جانبازان زیر ۵۰ درصد,0
2869,  درخواست جذب نیروهای افتخاری با سابقه‌ی شورای حل اختلاف بدون آزمون,0
2870,  درخواست استخدام کارنامه سبزهای آموزگاری به جای بازنشسته‌ها و آزمون مجدد,0
2871,  اعتراض به نحوه نوبت و پاسخ‌دهی سفارت پرتغال در ایران,0
2872,  اعتراض به قانون جدید آزمون ملی,0
2873,  درخواست جذب کارنامه سبزهای بانک ملی,0
2874,  مطالبات پرستاران و کارکنان علوم پزشکی در خصوص حقوق و مزایای بازنشتگی مطابق قوانین تأمین اجتماعی,0
2875,  درخواست پیش‌بینی منابع جهت افزایش پرداختی کارکنان وزارت راه و یکسان‌سازی دستمزد کارکنان دولت در برنامه هفتم توسعه,0
2876,  درخواست برگزاری فقط یک آزمون برای ورود به سمپاد,0
2877,  درخواست تعیین معافیت مالیاتی اشخاص حقیقی موضوع مادتین ۸۴ و ۱۰۱ قانون مالیات‌های مستقیم به میزان ۱۲ برابر مبلغ خط فقر,0
2878,  درخواست اضافه کردن و افزایش ظرفیت رشته حسابداری به رشته‌های آموزش و پرورش در استخدامی جدید,0
2879,  درخواست مهلت‌های بیشتر ترمیم معدل برای کنکور سراسری,0
2880,  درخواست اضافه شدن رشته کارشناسی تکنولوژی اتاق عمل به رشته‌های مجازبه شرکت درآزمون آموزش و پرورش و پزشک خانواده,0
2881,  درخواست حمایت از رای عادلانه دیوان عدالت اداری در مورد آزمون مجدد از دانش‌آموزان سمپاد,0
2882,  درخواست وصول استفساریه ۳۵۹ جناب آقای نقد علی نماینده محترم مجلس,0
2883,  اعتراض به حذف نخبگان از فرآیند استخدامی دبیری و آموزگاری آموزش پرورش به بهانه گزینش ( کد۱۹ ),0
2884,  درخواست افزایش حقوق مهمانداران هواپیما,0
2885,  درخواست استفاده از مربیان پیش‌دبستانی ضمیمه مدارس دولتی برای جبران کمبود معلم,0
2886,  درخواست لغو آزمون مجدد تیزهوشان نهم به دهم برای قبول شدگان,0
2887,ین کمپین‌های جمع آوری امضا,1
2888,ین کمپین‌های جمع آوری امضا,1
2889,ین کمپین‌های جمع آوری امضا,1
2890,ین کمپین‌های جمع آوری امضا,1
2891,ین کمپین‌های جمع آوری امضا,1
2892,ین کمپین‌های جمع آوری امضا,1
2893,ین کمپین‌های جمع آوری امضا,1
2894,ین کمپین‌های جمع آوری امضا,1
2895,ین کمپین‌های جمع آوری امضا,1
2896,ین کمپین‌های جمع آوری امضا,1
2897,ین کمپین‌های جمع آوری امضا,1
2898,ین کمپین‌های جمع آوری امضا,1
2899,ین کمپین‌های جمع آوری امضا,1
2900,ین کمپین‌های جمع آوری امضا,1
2901,ین کمپین‌های جمع آوری امضا,1
2902,  درخواست لغو آزمون بی اساس جهاد دانشگاهی وزارت بهداشت و برقراری آزمون جدید از سمت سازمان سنجش,0
2903,  نامه سرگشاده گروهی از دانشگاهیان ایران به اندیشمندان و دانشگاهیان جهان,0
2904,  درخواست افزایش پلکانی حقوق کارمندان,0
2905,  درخواست افزایش یارانه پرونده‌های cbr توانبخشی جامعه هدف بهزیستی,0
2906,  درخواست تکمیل ظرفیت دانشگاه فرهنگیان استان سیستان و بلوچستان حوزه انتخابیه سراوان، سیب و سوران، مهرستان، گلشن، بم پشت,0
2907,  تشکر از وزارت راه و شهرسازی و شورای مرکزی سازمان نظام مهندسی در خصوص ابلاغ ساختار شکست ۱۴۰۲,0
2908,  درخواست استیضاح وزیر آموزش و پرورش,0
2909,  درخواست احقاق حق و اجرای صحیح تعرفه‌گذاری خدمات پرستاری در بخش خصوصی,0
2910,  جمع‌آوری امضا برای حمایت از مردم بی‌گناه غزه,0
2911,  درخواست ورود رهبر انقلاب به موضوع ایجاد موانع فرزندآوری از طریق تبلیغ علیه زایمان طبیعی و تخریب جایگاه مامایی,0
2912,  درخواست حمایت و فراخوان مردمی از مردم عزیز فلسطین,0
2913,  درخواست توقف حملات به غیر نظامیان غزه و رعایت حریم اماکن درمانی,0
2914,  درخواست صدور پروانه روانشناسی از درگاه ملی,0
2915,  درخواست حمایت از کودکان و زنان فلسطین,0
2916,  درخواست همسان‌سازی حقوق بازنشستگان آموزش و پرورش با شاغلین,0
2917,  اعتراض به عدم برگزاری آزمون آیلتس,0
2918,  درخواست پرداخت مطالبات پاداش پایان خدمت بازنشستگان سال ۱۴۰۰,0
2919,  اعتراض به مرگ تدریجی شغل نمایندگی بیمه در سکوت,0
2920,  درخواست عدم واگذاری تنها مرکز تخصصی نابینایان خزانه,0
2921,  اعتراض به اجحاف درحق کارشناسان بهداشت حرفه‌ای در زمینه اعمال مدرک,0
2922,  درخواست تولید و پخش بنزین سوپر,0
2923,  درخواست حذف ظروف پلاستیکی مواد غذایی ماست، پنیر، شیر، دوغ و نوشابه‌ها از بسته‌بندی کارخانه‌ای,0
2924,  درخواست مالکین خودروهای کشنده حمل گاز جهت اصلاح تعرفه ترانزیت,0
2925,  اعتراض به کد ۱۹ آزمون استخدامی آموزش و پرورش ماده ۲۸,0
2926,  درخواست لغو آزمون جامع شوراهای حل اختلاف,0
2927,  درخواست پرداخت حق عفونی به ماماهای بهداشت و درمان صنعت نفت کشور,0
2928,  درخواست رفع مسدود شدن مبالغ ۸۰ هزار کاربر آیدی پی IDpay.ir,0
2929,  درخواست ابطال انحصار توزیع دارو,0
2930,  درخواست جلوگیری از ورود غیر قانونی اتباع,0
2931,  درخواست لغو و عدم تصویب افزایش سه برابری شهریه دانشجویان شهریه‌پرداز وزارت بهداشت,0
2932,  اعتراض به اجبار گذشت زمان بین ثبت نام گواهی نامه‌های رانندگی,0
2933,  درخواست تولید بنزین سوپر برای جلوگیری از خرابی موتور خودروهای gdi,0
2934,  درخواست رسیدگی به مشکلات کلینیک‌های کد دار قرنطینه از ریاست سازمان حفظ نباتات کشور,0
2935,  درخواست تجدید نظر خواهی دامپزشکان به فراخوان ارزش افزوده مالیاتی,0
2936,  اعتراض به لغو آزمون آیلتس ielts,0
2937,  درخواست افزایش حقوق و مزایای بانک کشاورزی هم‌تراز با شرکت نفت,0
2938,  درخواست افزایش برخورد پلیس راهور با خودروهای فاقد معاینه فنی,0
2939,  درخواست رفع مشکل امریه در مقطع کارشناسی,0
2940,  اعتراض به نحوه فعالیت صندوق‌های بازارگردانی در بورس اوراق بهادار تهران,0
2941,  درخواست حمایت از پرورش دهندگان حلزون,0
2942,  درخواست حذف پروانه کسب و عدم ضرورت آن برای شرکت‌های طراحی و مونتاژ آسانسور,0
2943,  درخواست پیگیری دریافت غرامت از کشور عراق به دلیل جنگ بر علیه ایران,0
2944,  درخواست صیانت و جلوگیری از تخریب سومین کوه بلند ایران,0
2945,  درخواست رسیدگی به وضعیت اقتصادی و مشکلات معلولین,0
2946,  اعتراض به عدم شفاف‌سازی در لیست‌های اعلامی به بانک مرکزی و نحوه تخصیص ارز ملزومات و تجهیزات پزشکی از سوی اداره کل تجهیزات پزشکی,0
2947,  اعتراض دانشجویان دانشگاه آزاد اسلامی به افزایش غیرمنصفانه شهریه‌ها,0
2948,  درخواست تبدیل وضعیت طرح کارکنان دولت، نیروهای شهرداری خدمات شهری (نیروهای حجمی خدمات شهری),0
2949,  درخواست تکمیل ظرفیت دانشگاه فرهنگیان,0
2950,  درخواست افزایش ضریب حقوقی کارکنان و دستمزد کارگران متناسب با نرخ تورم سالیانه,0
2951,  درخواست استیضاح وزیر آموزش و پرورش از مجلس شورای اسلامی ایران,0
2952,  درخواست برقراری پرواز در مسیر چابهار به اصفهان و بالعکس,0
2953,  پویش اعلام همبستگی شهروندان ایرانی و افغانستانی در برابر موج مهاجرستیزی,0
2954,  درخواست رسیدگی به مردودی‌های کنکور و بررسی مجدد نتایج و انتخاب رشته کنکور ۱۴۰۲ سراسری,0
2955,  درخواست برگزاری جشنواره تئاتر معلولین ایران,0
2956,  درخواست تغییر بیمه تأمین اجتماعی به خدمات درمانی برای بانک صادرات,0
2957,  درخواست افزایش ظرفیت آزمون استخدامی آموزش و پرورش,0
2958,  درخواست به رسمیت شناختن پروانه کسب اتاق اصناف کشاورزی توسط وزارت نیرو,0
2959,  درخواست برخورد با کلاهبرداران سایبری سلامت,0
